X,Y,Slope_UTM,TWI_UTM,Flowlog_UT,RiverDist_,RiverDC_UT,DEMC_UTM,population_density,road_density,latitude,longitude,lat,lon
561359.071327686,2075936.67957632,3.50009,6.85396,0.50077,390.74954,0.39233,6.0,0.0,0.00368,18.77413549722383,105.58219562774934,18.77413549722383,105.58219562774934
561362.504454984,2076350.08971982,1.79655,13.11514,2.38642,30.51241,6.26078,1.0,0.0,0.00396,18.77787156272024,105.58224103126291,18.77787156272024,105.58224103126291
561366.640711141,2076230.8104648,2.04931,8.57657,0.63407,102.34174,4.12777,4.0,0.00878,0.00419,18.776793462175483,105.5822765744641,18.776793462175483,105.5822765744641
561367.527262887,2076620.63821429,0.0,0.0,0.0,64.7266,9.78921,5.0,0.0,0.00227,18.78031647760335,105.5822970873268,18.78031647760335,105.5822970873268
561377.020092922,2076207.0573857,2.38485,4.93104,0.28744,120.61089,3.73643,7.0,0.00922,0.00449,18.776578488424583,105.58237431795524,18.776578488424583,105.58237431795524
561379.6868995,2076716.68212043,0.0,0.0,0.0,86.30213,9.96753,3.0,0.0,0.00263,18.78118410801565,105.58241544429941,18.78118410801565,105.58241544429941
561383.865857085,2076072.41951879,2.57671,6.59004,0.31627,259.80383,1.75248,6.0,0.00503,0.00411,18.775361505169883,105.58243509143657,18.775361505169883,105.58243509143657
561387.263594861,2076514.6233506,2.52937,9.97187,1.03428,53.93883,8.63379,4.0,0.0,0.00324,18.779357791978057,105.58248105972459,18.779357791978057,105.58248105972459
561404.882955661,2076253.04335799,1.58431,6.20577,0.30081,75.51437,4.4086,5.0,0.06319,0.00485,18.776993259503016,105.58264011214604,18.776993259503016,105.58264011214604
561412.990790708,2076786.25406277,0.0,0.0,0.0,126.26756,9.31078,2.0,0.0,0.00271,18.781811874119807,105.58273360561506,18.781811874119807,105.58273360561506
561414.890835247,2077411.24615821,3.37091,5.06034,0.31458,118.66543,19.22015,5.0,0.0,0.00312,18.787460137080505,105.58277105762495,18.787460137080505,105.58277105762495
561444.736569797,2076829.31214507,0.0,0.0,0.0,161.8165,8.36614,3.0,0.0,0.00282,18.782200068645096,105.58303616100599,18.782200068645096,105.58303616100599
561455.61312359,2075897.19751202,1.83265,6.60734,0.0,434.86874,0.21311,6.0,0.12849,0.00424,18.77377582501733,105.58311038690877,18.77377582501733,105.58311038690877
561458.122001701,2075925.75223874,2.32128,5.64542,0.34377,402.77536,0.3082,7.0,0.19224,0.00434,18.774033812228666,105.5831350784823,18.774033812228666,105.5831350784823
561460.662019789,2077433.02306996,2.98452,5.85819,0.30493,97.0899,17.84469,5.0,0.0,0.00363,18.787655588634365,105.58320604502472,18.787655588634365,105.58320604502472
561488.593315447,2076783.50939487,2.20457,6.91705,0.58186,198.91658,7.35572,5.0,0.0,0.00285,18.78178483056141,105.58345086754206,18.78178483056141,105.58345086754206
561492.529175178,2076153.28350742,0.94304,8.34429,0.79371,192.97743,2.39949,6.0,0.72518,0.00623,18.77608909199636,105.58346860858182,18.77608909199636,105.58346860858182
