X,Y,lat,lon,population_density,road_density,time,flood_prob,risk_class
562567.675254414,2076446.8605199,18.778710141087828,105.59367896468605,0.0,0.00573,2026-03-14 07:00:00,0.28042555137258324,Low
562564.591886751,2076685.07839302,18.780863107092088,105.59365724869264,0.29901,0.00813,2026-03-14 07:00:00,0.0,
562563.252604567,2076563.14675542,18.77976120108835,105.59364068192535,0.04915,0.00642,2026-03-14 07:00:00,0.20117845117845115,Low
562549.671771223,2076140.6600884,18.775943423496685,105.5934984563042,0.0,0.00429,2026-03-14 07:00:00,0.006410256410256411,Low
562547.859432322,2077986.59120232,18.79262591044221,105.59353968586518,0.0,0.0087,2026-03-14 07:00:00,0.19571851509589755,Low
562544.581165918,2077858.45264769,18.791467969894416,105.59350452096338,0.0,0.00965,2026-03-14 07:00:00,0.48917748917748916,Medium
562543.450479426,2077816.4594356,18.791088494490076,105.59349246235118,0.0,0.00985,2026-03-14 07:00:00,0.7440957660379461,High
562539.525956814,2078070.11730897,18.793381020560542,105.59346325435034,0.0,0.00731,2026-03-14 07:00:00,0.20117845117845115,Low
562538.968538195,2076598.35313128,18.78008010753603,105.59341138195023,0.20352,0.00654,2026-03-14 07:00:00,0.17084913497309206,Low
562528.919587132,2076695.14324601,18.780955142456897,105.59331909641634,0.58236,0.0078,2026-03-14 07:00:00,0.006410256410256411,Low
562524.640784005,2076153.9171615,18.776063987279862,105.59326138006108,0.0,0.00434,2026-03-14 07:00:00,0.689922480620155,High
562524.60602243,2076186.24650654,18.776356162068936,105.59326207258795,0.0,0.00448,2026-03-14 07:00:00,0.215199034576417,Low
562520.678657737,2076960.6389711,18.78335478456075,105.59324930204848,0.16173,0.00942,2026-03-14 07:00:00,0.20117845117845115,Low
562515.961185851,2076017.84462308,18.774834504434043,105.59317472526355,0.0,0.00361,2026-03-14 07:00:00,0.029666070363744784,Low
562507.660569204,2077121.36919223,18.784807761466,105.59313086416212,0.20243,0.01025,2026-03-14 07:00:00,0.029666070363744784,Low
562640.726692132,2076909.23674338,18.78288662100742,105.59438674526929,0.43065,0.00979,2026-03-14 07:00:00,0.11288743708645106,Low
562382.407907859,2077165.73872435,18.78521251687722,105.59194379795544,1.28684,0.00939,2026-03-14 07:00:00,0.13329427267165514,Low
562378.249093785,2077274.28693004,18.78619363646259,105.59190776334215,2.04913,0.00921,2026-03-14 07:00:00,0.7619047619047619,High
562311.31094661,2077986.49799921,18.792632189023003,105.59129507573863,0.95528,0.01065,2026-03-14 07:00:00,0.02191413237924866,Low
562308.720915736,2078923.52074545,18.80110051558673,105.59130006651796,0.0,0.00315,2026-03-14 07:00:00,0.0,
562308.343386992,2076047.68688425,18.775110443395,105.5912057882813,0.0,0.00357,2026-03-14 07:00:00,0.215199034576417,Low
562298.731766277,2076001.98616139,18.774697715198595,105.59111315322632,0.0,0.00331,2026-03-14 07:00:00,0.215199034576417,Low
562297.921538558,2077261.93908244,18.78608445759736,105.59114517516663,2.3204,0.00891,2026-03-14 07:00:00,0.04781883194278904,Low
562295.966453913,2075899.96797406,18.773775816819516,105.59108370205162,0.0,0.00238,2026-03-14 07:00:00,0.0,
562293.518020372,2076361.02498979,18.777942656179206,105.59107499720389,0.00304,0.00541,2026-03-14 07:00:00,0.0,
562293.332910059,2076811.868645,18.782017123394343,105.59108744846816,0.80694,0.00659,2026-03-14 07:00:00,0.16538919889053846,Low
562292.294760058,2076706.44801382,18.78106442461885,105.59107427564741,0.84912,0.00618,2026-03-14 07:00:00,0.11288743708645106,Low
562288.729167762,2077679.26638251,18.789856290815184,105.59107110923347,0.11616,0.01254,2026-03-14 07:00:00,0.0,
562268.512277627,2079058.91426233,18.802325328577066,105.59092277867619,0.0,0.00338,2026-03-14 07:00:00,0.14321675329181016,Low
562266.171400858,2076470.43604458,18.778932270166713,105.59081897378806,0.03052,0.00556,2026-03-14 07:00:00,0.0,
562260.237380779,2078398.98843132,18.79636156498369,105.59082344282899,0.0,0.00629,2026-03-14 07:00:00,0.023255813953488372,Low
562258.437409699,2078831.08724791,18.800266668319523,105.59081998756938,0.0,0.00376,2026-03-14 07:00:00,0.18662760600498848,Low
562248.671693887,2077640.33387876,18.789505644488568,105.5906897834476,0.08576,0.01286,2026-03-14 07:00:00,0.023255813953488372,Low
562246.620285428,2077361.43245267,18.786985159882047,105.59066153086872,2.32832,0.00989,2026-03-14 07:00:00,0.0,
562244.053481447,2076858.38764641,18.782439013650738,105.5906213304327,0.55771,0.00604,2026-03-14 07:00:00,0.03875968992248062,Low
562243.201321161,2076332.82686678,18.777689327451885,105.59059669579734,0.13622,0.0056,2026-03-14 07:00:00,0.0,
562240.853214367,2076043.74920377,18.775076881524836,105.59056531649904,0.00777,0.0041,2026-03-14 07:00:00,0.215199034576417,Low
562239.362429618,2076271.22021032,18.777132677380774,105.59055833233762,0.0666,0.00534,2026-03-14 07:00:00,0.013333333333333334,Low
562238.417539989,2078276.79745223,18.7952579311443,105.59061253875603,0.0,0.00783,2026-03-14 07:00:00,0.215199034576417,Low
562234.650941834,2077024.36873003,18.783939335404707,105.590537341888,1.10515,0.00669,2026-03-14 07:00:00,0.028837209302325584,Low
562233.144796076,2078148.06160068,18.79409465167792,105.59055844817954,0.29365,0.00935,2026-03-14 07:00:00,0.0,
562229.688318353,2077952.87643421,18.792330788181008,105.590519499587,1.60563,0.01118,2026-03-14 07:00:00,0.006410256410256411,Low
562227.616774689,2076172.41730505,18.776240106168544,105.59044377835396,0.14174,0.00528,2026-03-14 07:00:00,0.22065897065897067,Low
562226.818891564,2078897.72540308,18.800869853169477,105.59052204649203,0.0,0.00376,2026-03-14 07:00:00,0.23104957464806244,Low
562225.406385333,2078531.38907029,18.797559168204245,105.59049709664501,0.0,0.00522,2026-03-14 07:00:00,0.215199034576417,Low
562311.413840421,2078847.36093656,18.80041214832187,105.59132321704597,0.0,0.0033,2026-03-14 07:00:00,0.013333333333333334,Low
562380.327984526,2077353.64993175,18.786910809801054,105.59192999470747,2.18453,0.00958,2026-03-14 07:00:00,0.4696969696969697,Medium
562311.615223763,2076070.84455543,18.775319630797352,105.59123756129064,0.0,0.00357,2026-03-14 07:00:00,0.0,
562321.5410685,2077455.82869407,18.787836007877672,105.5913754077198,1.80422,0.01073,2026-03-14 07:00:00,0.07065000049249924,Low
562375.936824011,2076750.3077771,18.781458291040313,105.5918692847775,0.99291,0.00687,2026-03-14 07:00:00,0.18486971837105792,Low
562374.969899714,2076587.83271178,18.779989965674076,105.59185498314784,0.54768,0.00568,2026-03-14 07:00:00,0.0,
562369.911995127,2077720.90008901,18.790230111921836,105.59184275458956,0.15656,0.01181,2026-03-14 07:00:00,0.002122019149396651,Low
562360.23243207,2077209.06795123,18.7856047675016,105.59173475157195,1.66056,0.00939,2026-03-14 07:00:00,0.006410256410256411,Low
562356.668814982,2077394.55017176,18.78728115325149,105.5917067913363,2.16931,0.00972,2026-03-14 07:00:00,0.19571851509589755,Low
562354.890963582,2077255.12705585,18.786021183031135,105.59168552195283,1.92278,0.00893,2026-03-14 07:00:00,0.7619047619047619,High
562353.897694186,2078050.62153414,18.793210419204772,105.59170120557643,0.35289,0.0096,2026-03-14 07:00:00,0.006410256410256411,Low
562351.92665799,2077347.09285626,18.78685240465855,105.59166029683261,2.18453,0.00948,2026-03-14 07:00:00,0.215199034576417,Low
562349.840088888,2076696.13090241,18.780969456457854,105.59161996032604,0.86871,0.00624,2026-03-14 07:00:00,0.1503842197616022,Low
562349.491119917,2077459.27145394,18.78786628160971,105.5916407267769,1.80422,0.01045,2026-03-14 07:00:00,0.006410256410256411,Low
562349.149645735,2078396.20536553,18.79633374153794,105.59166706167682,0.0,0.00544,2026-03-14 07:00:00,0.0,
562347.325115551,2078275.96808724,18.795247164049712,105.59164595218265,0.0,0.00674,2026-03-14 07:00:00,0.006410256410256411,Low
562346.666927928,2077685.94666248,18.789914922496727,105.59162108223282,0.18028,0.01189,2026-03-14 07:00:00,0.0,
562345.33345196,2078899.31115984,18.800880623124158,105.59164673551842,0.0,0.00303,2026-03-14 07:00:00,0.0,
562343.983406688,2077157.1478138,18.785136032280864,105.59157893296872,1.82593,0.00918,2026-03-14 07:00:00,0.68,High
562343.97129596,2076117.16946798,18.775737316990547,105.59154601720037,0.0,0.0038,2026-03-14 07:00:00,0.11288743708645106,Low
562341.216902079,2079105.25793481,18.802741969085748,105.59161417572045,0.0,0.00289,2026-03-14 07:00:00,0.07840193847699535,Low
562336.987859854,2078926.86942328,18.801129929025215,105.59156841059138,0.0,0.00302,2026-03-14 07:00:00,0.0,
562333.254894532,2077981.32136989,18.792584746286696,105.59150313840449,0.71631,0.01045,2026-03-14 07:00:00,0.029666070363744784,Low
562332.618723289,2078244.05555096,18.794959199814528,105.59150539386692,0.0,0.00704,2026-03-14 07:00:00,0.0,
562332.129515927,2077217.00943115,18.785677382432915,105.59146834469098,2.02642,0.00924,2026-03-14 07:00:00,0.019743589743589744,Low
562331.641622535,2077497.79459907,18.788214967389933,105.59147257309725,1.54053,0.01069,2026-03-14 07:00:00,0.0,
562331.121636416,2077061.13937965,18.78426875106562,105.59145386479257,1.09282,0.00833,2026-03-14 07:00:00,0.215199034576417,Low
562330.432076945,2077363.89235546,18.78700487452708,105.59145687175965,2.21119,0.00948,2026-03-14 07:00:00,0.19571851509589755,Low
562326.641553768,2076975.88115257,18.783498371951893,105.5914086665279,0.86165,0.00746,2026-03-14 07:00:00,0.7619047619047619,High
562326.204573512,2076162.19192196,18.776144737302776,105.5913788648473,0.0,0.00428,2026-03-14 07:00:00,0.16538919889053846,Low
562324.068391725,2076434.10617354,18.778602204205594,105.59136716836241,0.0,0.00525,2026-03-14 07:00:00,0.14867668937436382,Low
562318.959147421,2078169.36719287,18.794284621715157,105.5913734195959,0.10075,0.00865,2026-03-14 07:00:00,0.019743589743589744,Low
562642.901192222,2077678.49387614,18.78983864311648,105.59443176566471,0.06687,0.00876,2026-03-14 07:00:00,0.07840193847699535,Low
562655.519194413,2076852.53503877,18.78237373796757,105.59452530555963,0.54244,0.00945,2026-03-14 07:00:00,0.0,
562656.604309406,2076229.98385506,18.77674745444651,105.59451586898912,0.0,0.00485,2026-03-14 07:00:00,0.22065897065897067,Low
563037.244099373,2078511.32414464,18.79735330883513,105.5982002003137,0.0,0.00189,2026-03-14 07:00:00,0.06847945785684033,Low
563034.9030733,2076446.09076672,18.778689046917005,105.59811209501872,0.47301,0.00862,2026-03-14 07:00:00,0.7218127911901737,High
563020.898929535,2076694.44587999,18.780933957881096,105.59798713868737,4.31969,0.01057,2026-03-14 07:00:00,0.028837209302325584,Low
563019.295779326,2075981.92714974,18.774494684905566,105.59794921516041,0.0,0.00578,2026-03-14 07:00:00,0.10258205599418813,Low
563017.215754341,2075938.98050475,18.774106621598325,105.59792811131645,0.0,0.0058,2026-03-14 07:00:00,0.215199034576417,Low
563014.391573653,2076455.41031122,18.778773894277244,105.59791777479485,0.47301,0.0087,2026-03-14 07:00:00,0.19571851509589755,Low
563013.431355053,2077267.98288847,18.786117468751193,105.5979345710012,0.22706,0.01161,2026-03-14 07:00:00,0.7218127911901737,High
563005.901344825,2077788.24540812,18.7908195161844,105.59787971326371,0.0,0.00494,2026-03-14 07:00:00,0.11834737316900468,Low
562999.321036816,2076559.97336617,18.779719330530074,105.59777811472001,1.73132,0.00983,2026-03-14 07:00:00,0.08398333382583256,Low
562997.515370987,2076033.5971016,18.774962308506726,105.59774420946789,0.0,0.00571,2026-03-14 07:00:00,0.0,
562994.956233161,2077606.95121719,18.789181421378334,105.59777007517653,0.0,0.00646,2026-03-14 07:00:00,0.006410256410256411,Low
562993.224162409,2076865.79274968,18.782483328908103,105.59773001235476,5.06776,0.01105,2026-03-14 07:00:00,0.0,
562991.758953684,2077650.38579058,18.789574053914826,105.59774112179592,0.0,0.00618,2026-03-14 07:00:00,0.006410256410256411,Low
562988.704890426,2076989.85103646,18.783604630725694,105.59769108552199,4.27032,0.01103,2026-03-14 07:00:00,0.0,
562982.749948159,2077499.10902286,18.788207179349136,105.59765081430345,0.07559,0.00831,2026-03-14 07:00:00,0.19571851509589755,Low
562977.784990148,2077797.0020146,18.790899507023457,105.59761319962296,0.0,0.00479,2026-03-14 07:00:00,0.14321675329181016,Low
562971.010375679,2076922.49261113,18.7829964226269,105.59752104524256,4.67896,0.0109,2026-03-14 07:00:00,0.015503875968992248,Low
562970.595064531,2076862.88909423,18.782457774242992,105.59751520552562,4.63743,0.01093,2026-03-14 07:00:00,0.034485498609455704,Low
562959.348272439,2076606.57023978,18.78014165839268,105.59740032676773,1.63821,0.01013,2026-03-14 07:00:00,0.06415156897320048,Low
562957.584729468,2077881.63184437,18.791664953468523,105.597424218939,0.0,0.00394,2026-03-14 07:00:00,0.08944326990838619,Low
562957.039377769,2077484.4782773,18.788075735957435,105.59740638723059,0.00942,0.00889,2026-03-14 07:00:00,0.7218127911901737,High
562954.067865019,2076318.77517634,18.777540897518637,105.59734105981249,0.0,0.00725,2026-03-14 07:00:00,0.0,
562949.214975567,2076427.40767374,18.778522800864447,105.5972984739118,0.04279,0.00847,2026-03-14 07:00:00,0.0939058144459876,Low
562947.613926224,2077305.36884447,18.78645733864102,105.59731124540714,0.1208,0.01061,2026-03-14 07:00:00,0.215199034576417,Low
562947.466079918,2076220.3837494,18.776651894214034,105.59727528850875,0.0,0.0063,2026-03-14 07:00:00,0.16588809573059446,Low
562941.87857549,2077399.74821265,18.78731045668015,105.59725983121774,0.0,0.0096,2026-03-14 07:00:00,0.11834737316900468,Low
562940.45676906,2077096.36175866,18.784568675048998,105.59723667644887,2.58882,0.01124,2026-03-14 07:00:00,0.013333333333333334,Low
563040.111926272,2077407.03113022,18.78737329246396,105.59819216909835,0.18406,0.00978,2026-03-14 07:00:00,0.13908568065258617,Low
562934.477822358,2077735.47669088,18.790344792885758,105.59720030258825,0.0,0.00551,2026-03-14 07:00:00,0.006410256410256411,Low
563042.571294726,2077579.94593928,18.78893591738904,105.59822102280037,0.20177,0.00671,2026-03-14 07:00:00,0.0,
563048.534553641,2076267.5688501,18.777075257788,105.59823573999854,0.0,0.00676,2026-03-14 07:00:00,0.7218127911901737,High
563150.289769319,2078782.71214481,18.799802506365687,105.59928159886886,0.0,0.00302,2026-03-14 07:00:00,0.13774311621995097,Low
563141.552179675,2077936.46759723,18.792154932899013,105.59917162605907,0.0,0.00534,2026-03-14 07:00:00,0.16538919889053846,Low
563139.063525236,2076643.10416964,18.780466370398386,105.59910668319455,5.92894,0.0106,2026-03-14 07:00:00,0.0,
563133.386587706,2078546.45618611,18.797667885254477,105.59911364351913,0.0,0.00244,2026-03-14 07:00:00,0.07840193847699535,Low
563132.526196884,2077783.71823647,18.79077475187574,105.59908109687123,0.1518,0.00615,2026-03-14 07:00:00,0.21560846560846558,Low
563121.952466395,2077903.94345843,18.7918615961644,105.59898460587375,0.0,0.00527,2026-03-14 07:00:00,0.21560846560846558,Low
563118.544201127,2076804.32875271,18.781924045938197,105.59891713809164,7.59501,0.01165,2026-03-14 07:00:00,0.013333333333333334,Low
563117.793214999,2076030.99174641,18.77493510935079,105.59888532184809,0.0,0.00574,2026-03-14 07:00:00,0.19571851509589755,Low
563115.715145484,2077510.65658996,18.788307497876087,105.5989128548782,0.80827,0.00829,2026-03-14 07:00:00,0.013333333333333334,Low
563110.137330649,2078495.90077222,18.797211704294753,105.59889140931584,0.0,0.0021,2026-03-14 07:00:00,0.006410256410256411,Low
563103.111948164,2076759.77265073,18.781521843892996,105.59876928843418,7.34202,0.01138,2026-03-14 07:00:00,0.013333333333333334,Low
563092.565749304,2076174.48938853,18.77623272293068,105.59865054268829,0.0,0.00617,2026-03-14 07:00:00,0.019743589743589744,Low
563091.357518546,2076428.84290317,18.77853145564575,105.59864719581115,0.39971,0.00819,2026-03-14 07:00:00,0.013333333333333334,Low
563087.791071429,2076579.19577008,18.779890363705377,105.59861815499237,2.92908,0.00996,2026-03-14 07:00:00,0.14203061904952252,Low
563081.582502947,2076728.81783287,18.781242747322896,105.59856402135692,6.30724,0.01121,2026-03-14 07:00:00,0.0,
563081.264131397,2076375.14996413,18.778046517585945,105.59854971452961,0.18736,0.00784,2026-03-14 07:00:00,0.013333333333333334,Low
563079.885140879,2076231.48160295,18.776748170155876,105.59853204654108,0.0,0.00638,2026-03-14 07:00:00,0.019743589743589744,Low
563079.712514299,2077764.11480469,18.790599194877803,105.59857932822723,0.04764,0.00572,2026-03-14 07:00:00,0.22065897065897067,Low
563078.730794525,2076948.57087136,18.78322883045321,105.59854397683573,4.78556,0.01193,2026-03-14 07:00:00,0.0,
563077.563505394,2077349.09306158,18.786848544709173,105.59854568585646,0.33898,0.011,2026-03-14 07:00:00,0.10296495646629604,Low
563077.514169476,2078664.13680641,18.79873311108971,105.59858721483982,0.0,0.00234,2026-03-14 07:00:00,0.08398333382583256,Low
563070.624769495,2076461.47608339,18.778827005044516,105.59845152059212,0.60879,0.00847,2026-03-14 07:00:00,0.7218127911901737,High
563070.382126863,2077896.9146005,18.79179964256224,105.5984950335723,0.0,0.00454,2026-03-14 07:00:00,0.14321675329181016,Low
563066.480190555,2078797.34135841,18.799937267616514,105.59848676484282,0.0,0.00269,2026-03-14 07:00:00,0.029666070363744784,Low
563060.9675941,2078818.88385568,18.80013212315037,105.59843514176113,0.0,0.00268,2026-03-14 07:00:00,0.029666070363744784,Low
563058.828250034,2076075.20750329,18.775336497176312,105.59832727276475,0.0,0.00583,2026-03-14 07:00:00,0.019743589743589744,Low
563048.600028104,2077161.01636936,18.785149701175353,105.5982648601941,0.98529,0.01228,2026-03-14 07:00:00,0.7218127911901737,High
563044.41108724,2077117.92533194,18.784760397551203,105.59822373840666,1.80317,0.01249,2026-03-14 07:00:00,0.14321675329181016,Low
562930.982633803,2076808.87949095,18.781970869367715,105.59713762661168,3.65738,0.01085,2026-03-14 07:00:00,0.015503875968992248,Low
562921.853377345,2077454.65480723,18.787807276963306,105.59707156694789,0.0,0.0088,2026-03-14 07:00:00,0.19571851509589755,Low
562918.031893579,2075991.4025086,18.77458338914073,105.59698872792463,0.0,0.00557,2026-03-14 07:00:00,0.11288743708645106,Low
562803.86523437,2077168.58419351,18.785225517418322,105.59594291815176,1.47038,0.01056,2026-03-14 07:00:00,0.215199034576417,Low
562797.653856988,2077806.61922448,18.790991883368665,105.59590426087762,0.0,0.00612,2026-03-14 07:00:00,0.029666070363744784,Low
562796.073415063,2077878.90889209,18.791645241655424,105.5958915623505,0.0,0.00511,2026-03-14 07:00:00,0.019743589743589744,Low
562786.660310134,2076273.51502984,18.777136933710565,105.59575123575434,0.0,0.00608,2026-03-14 07:00:00,0.16538919889053846,Low
562780.619305701,2077763.14088479,18.79059946801511,105.59574123997221,0.0,0.0064,2026-03-14 07:00:00,0.019743589743589744,Low
562778.590301994,2077356.01585574,18.786920177735578,105.5957090500063,0.1543,0.0091,2026-03-14 07:00:00,0.14321675329181016,Low
562740.991450999,2077446.7998109,18.78774176628755,105.59535516976234,0.4298,0.00895,2026-03-14 07:00:00,0.7222222222222223,High
562740.940995016,2076138.91544371,18.775921884192876,105.59531317410627,0.0,0.00511,2026-03-14 07:00:00,0.17084913497309206,Low
562734.295197986,2077537.34748326,18.788560284446074,105.5952945060703,0.2612,0.00849,2026-03-14 07:00:00,0.006410256410256411,Low
562734.293488873,2076681.57875938,18.78082635634668,105.59526732268701,0.12643,0.01027,2026-03-14 07:00:00,0.215199034576417,Low
562732.815990685,2077018.9691633,18.78387553535517,105.5952640126325,1.96384,0.01009,2026-03-14 07:00:00,0.08398333382583256,Low
562732.285507622,2076311.65603459,18.777483273730844,105.59523653124484,0.0,0.00578,2026-03-14 07:00:00,0.215199034576417,Low
562724.873868947,2077674.4621074,18.78979972910486,105.59520946273682,0.0,0.00755,2026-03-14 07:00:00,0.7272727272727272,High
562723.992653758,2078004.00153139,18.79277793477997,105.59521156520428,0.0,0.00499,2026-03-14 07:00:00,0.0,
562714.590568123,2076750.87195061,18.781453182731436,105.59508257349607,0.49523,0.01022,2026-03-14 07:00:00,0.11288743708645106,Low
562711.158438209,2077547.90979207,18.788656439868262,105.59507530214589,0.34862,0.00875,2026-03-14 07:00:00,0.006410256410256411,Low
562704.46339602,2078136.05521478,18.79397194686554,105.59503044458984,0.0,0.00421,2026-03-14 07:00:00,0.11288743708645106,Low
562703.410226377,2076884.52301578,18.782661379737657,105.59498073042865,1.2337,0.0101,2026-03-14 07:00:00,0.0,
562701.198016393,2077751.28350507,18.790494710627293,105.59498724489183,0.0,0.00791,2026-03-14 07:00:00,1.0,High
562691.182296662,2077803.28464722,18.790964968472352,105.59489385734582,0.0,0.00771,2026-03-14 07:00:00,0.03524746571258199,Low
562688.082547444,2076662.85168554,18.780658508554918,105.59482826416443,0.00176,0.00929,2026-03-14 07:00:00,0.48917748917748916,Medium
562685.355078522,2076946.15934792,18.783218957872336,105.59481137035209,1.48216,0.01012,2026-03-14 07:00:00,0.07065000049249924,Low
562680.071770943,2077637.33275493,18.789465530641188,105.5947831651379,0.0909,0.0085,2026-03-14 07:00:00,0.22065897065897067,Low
562678.715687993,2077728.59518371,18.790290346727236,105.59477319311117,0.0,0.00827,2026-03-14 07:00:00,0.22065897065897067,Low
562669.832741526,2077300.27888498,18.786419748575884,105.59467531761969,0.52832,0.01062,2026-03-14 07:00:00,0.22065897065897067,Low
